index,ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,city,country,territory,dealsize,address,contactname,Customer Value,CLTV,Recency,Frequency,Monetary
530,10148,47.0,100.0,9,4700.0,2003-09-11,Shipped,3,9,2003,Classic Cars,124.0,S18_1589,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Medium,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
531,10161,43.0,100.0,8,4300.0,2003-10-17,Shipped,4,10,2003,Classic Cars,124.0,S18_1589,Heintze Collectables,86 21 3555,Aaarhus,Denmark,EMEA,Medium,Smagsloget 45  ,Palle Ibsen,Low Value,232436.37,228,2,77478.79
532,10172,42.0,100.0,6,4200.0,2003-11-05,Shipped,4,11,2003,Classic Cars,124.0,S18_1589,Gift Depot Inc.,2035552570,Bridgewater,USA,AMER,Medium,25593 South Bay Ln.  ,Julie King,Low Value,237064.23,33,3,79021.41
533,10181,42.0,100.0,2,4200.0,2003-11-12,Shipped,4,11,2003,Classic Cars,124.0,S18_1589,Herkku Gifts,+47 2267 3215,Bergen,Norway,EMEA,Medium,"Drammen 121, PR 744 Sentrum  ",Veysel Oeztan,Low Value,259017.33000000002,277,3,86339.11
534,10192,29.0,100.0,7,2900.0,2003-11-20,Shipped,4,11,2003,Classic Cars,124.0,S18_1589,Online Diecast Creations Co.,6035558647,Nashua,USA,AMER,Medium,2304 Long Airport Avenue  ,Valarie Young,High Value,304285.5,215,3,101428.5
535,10204,40.0,100.0,13,4000.0,2003-12-02,Shipped,4,12,2003,Classic Cars,124.0,S18_1589,Muscle Machine Inc,2125557413,NYC,USA,AMER,Medium,4092 Furth Circle  Suite 400,Jeff Young,High Value,455346.12,188,4,151782.04
536,10212,38.0,100.0,6,3800.0,2004-01-16,Shipped,1,1,2004,Classic Cars,124.0,S18_1589,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
537,10226,38.0,100.0,4,3800.0,2004-02-26,Shipped,1,2,2004,Classic Cars,124.0,S18_1589,Collectable Mini Designs Co.,7605558146,San Diego,USA,AMER,Medium,361 Furth Circle  ,Valarie Thompson,Low Value,235386.21000000002,467,2,78462.07
538,10241,21.0,100.0,11,2100.0,2004-04-13,Shipped,2,4,2004,Classic Cars,124.0,S18_1589,Mini Caravy,88.60.1555,Strasbourg,France,EMEA,Small,"24, place Kluber  ",Frederique Citeaux,Low Value,164328.51,54,3,54776.17
539,10253,24.0,100.0,1,2400.0,2004-06-01,Cancelled,2,6,2004,Classic Cars,124.0,S18_1589,"UK Collectables, Ltd.",(171) 555-2282,Liverpool,UK,EMEA,Medium,Berkeley Gardens 12  Brewery  ,Elizabeth Devon,Low Value,256951.77,60,3,85650.59
540,10266,36.0,100.0,2,3600.0,2004-07-06,Shipped,3,7,2004,Classic Cars,124.0,S18_1589,L'ordine Souveniers,0522-556555,Reggio Emilia,Italy,EMEA,Medium,Strada Provinciale 124  ,Maurizio Moroni,High Value,328842.66000000003,28,3,109614.22
541,10278,23.0,100.0,2,2300.0,2004-08-06,Shipped,3,8,2004,Classic Cars,124.0,S18_1589,Signal Gift Stores,7025551838,Las Vegas,USA,AMER,Small,8489 Strong St.  ,Sue King,Low Value,218487.15000000002,190,3,72829.05
542,10288,20.0,100.0,14,2000.0,2004-09-01,Shipped,3,9,2004,Classic Cars,124.0,S18_1589,Handji Gifts& Co,+65 224 1555,Singapore,Singapore,APAC,Small,Village Close - 106 Linden Road Sandown  2nd Floor,Wendy Victorino,High Value,290116.65,45,4,96705.55
543,10301,32.0,100.0,4,3200.0,2003-10-05,Shipped,4,10,2003,Classic Cars,124.0,S18_1589,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,Norway,EMEA,Medium,"Drammensveien 126 A, PB 744 Sentrum  ",Jan Klaeboe,Low Value,193658.37000000002,290,2,64552.79
544,10311,29.0,100.0,9,2900.0,2004-10-16,Shipped,4,10,2004,Classic Cars,124.0,S18_1589,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
545,10321,44.0,100.0,6,4400.0,2004-11-04,Shipped,4,11,2004,Classic Cars,124.0,S18_1589,FunGiftIdeas.com,5085552555,New Bedford,USA,AMER,Medium,1785 First Street  ,Violeta Benitez,Low Value,231082.32,96,3,77027.44
546,10331,44.0,100.0,14,4400.0,2004-11-17,Shipped,4,11,2004,Classic Cars,124.0,S18_1589,Motor Mint Distributors Inc.,2155559857,Philadelphia,USA,AMER,Medium,11328 Douglas Av.  ,Rosa Hernandez,Low Value,189274.38,202,3,63091.46
547,10343,36.0,100.0,4,3600.0,2004-11-24,Shipped,4,11,2004,Classic Cars,124.0,S18_1589,Reims Collectables,26.47.1555,Reims,France,EMEA,Medium,59 rue de l'Abbaye  ,Paul Henriot,High Value,349508.19,69,5,116502.73
548,10367,49.0,56.3,1,2758.7,2005-01-12,Resolved,1,1,2005,Classic Cars,124.0,S18_1589,Toys4GrownUps.com,6265557265,Pasadena,USA,AMER,Small,78934 Hillside Dr.  ,Julie Young,Low Value,258674.84999999998,146,3,86224.95
549,10378,34.0,42.64,5,1449.76,2005-02-10,Shipped,1,2,2005,Classic Cars,124.0,S18_1589,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
550,10407,59.0,100.0,11,5900.0,2005-04-22,On Hold,2,4,2005,Classic Cars,124.0,S18_1589,The Sharp Gifts Warehouse,4085553659,San Jose,USA,AMER,Large,3086 Ingle Ln.  ,Sue Frick,High Value,370803.12,46,4,123601.04
551,10419,37.0,100.0,1,3700.0,2005-05-17,Shipped,2,5,2005,Classic Cars,124.0,S18_1589,Salzburg Collectables,6562-9555,Salzburg,Austria,EMEA,Medium,Geislweg 14  ,Georg Pipps,High Value,366263.55000000005,21,4,122087.85
552,10106,36.0,100.0,12,3600.0,2003-02-17,Shipped,1,2,2003,Planes,157.0,S18_1662,Rovelli Gifts,035-640555,Bergamo,Italy,EMEA,Medium,Via Ludovico il Moro 22  ,Giovanni Rovelli,High Value,381430.92,207,3,127143.64
553,10119,43.0,100.0,3,4300.0,2003-04-28,Shipped,2,4,2003,Planes,157.0,S18_1662,Salzburg Collectables,6562-9555,Salzburg,Austria,EMEA,Medium,Geislweg 14  ,Georg Pipps,High Value,366263.55000000005,21,4,122087.85
554,10131,21.0,100.0,4,2100.0,2003-06-16,Shipped,2,6,2003,Planes,157.0,S18_1662,Gift Ideas Corp.,2035554407,Glendale,USA,AMER,Small,2440 Pompton St.  ,Dan Lewis,Low Value,158043.24,185,3,52681.08
555,10143,32.0,100.0,7,3200.0,2003-08-10,Shipped,3,8,2003,Planes,157.0,S18_1662,Mini Creations Ltd.,5085559555,New Bedford,USA,AMER,Medium,4575 Hillside Dr.  ,Wing C Tam,Low Value,287016.63,151,3,95672.21
556,10155,38.0,100.0,5,3800.0,2003-10-06,Shipped,4,10,2003,Planes,157.0,S18_1662,"Toys of Finland, Co.",90-224 8555,Helsinki,Finland,EMEA,Medium,Keskuskatu 45  ,Matti Karttunen,Low Value,267597.45,118,3,89199.15000000001
557,10167,43.0,100.0,1,4300.0,2003-10-23,Cancelled,4,10,2003,Planes,157.0,S18_1662,Scandinavian Gift Ideas,0695-34 6555,Boras,Sweden,EMEA,Medium,?kergatan 24  ,Maria Larsson,High Value,347669.67,96,3,115889.89
558,10178,42.0,100.0,4,4200.0,2003-11-08,Shipped,4,11,2003,Planes,157.0,S18_1662,Alpha Cognac,61.77.6555,Toulouse,France,EMEA,Medium,1 rue Alsace-Lorraine  ,Annette Roulet,Low Value,176655.84,71,3,58885.28
559,10186,32.0,100.0,1,3200.0,2003-11-14,Shipped,4,11,2003,Planes,157.0,S18_1662,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,UK,EMEA,Medium,120 Hanover Sq.  ,Thomas Hardy,Low Value,94652.31000000001,502,2,31550.77
560,10198,42.0,100.0,4,4200.0,2003-11-27,Shipped,4,11,2003,Planes,157.0,S18_1662,Cruz & Sons Co.,+63 2 555 3587,Makati City,Philippines,APAC,Large,15 McCallum Street - NatWest Center #13-03  ,Arnold Cruz,Low Value,240873.51,203,3,80291.17
561,10210,31.0,100.0,17,3100.0,2004-01-12,Shipped,1,1,2004,Planes,157.0,S18_1662,Osaka Souveniers Co.,+81 06 6342 5555,Osaka,Japan,APAC,Medium,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  ",Mory Kentary,Low Value,166861.95,420,2,55620.65
562,10222,49.0,100.0,4,4900.0,2004-02-19,Shipped,1,2,2004,Planes,157.0,S18_1662,Collectable Mini Designs Co.,7605558146,San Diego,USA,AMER,Medium,361 Furth Circle  ,Valarie Thompson,Low Value,235386.21000000002,467,2,78462.07
563,10250,45.0,100.0,14,4500.0,2004-05-11,Shipped,2,5,2004,Planes,157.0,S18_1662,The Sharp Gifts Warehouse,4085553659,San Jose,USA,AMER,Large,3086 Ingle Ln.  ,Sue Frick,High Value,370803.12,46,4,123601.04
564,10262,49.0,100.0,9,4900.0,2004-06-24,Cancelled,2,6,2004,Planes,157.0,S18_1662,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
565,10274,41.0,100.0,1,4100.0,2004-07-21,Shipped,3,7,2004,Planes,157.0,S18_1662,Collectables For Less Inc.,6175558555,Brickhaven,USA,AMER,Medium,7825 Douglas Av.  ,Allen Nelson,Low Value,201493.11,138,3,67164.37
566,10284,45.0,100.0,11,4500.0,2004-08-21,Shipped,3,8,2004,Planes,157.0,S18_1662,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,Norway,EMEA,Medium,"Drammensveien 126 A, PB 744 Sentrum  ",Jan Klaeboe,Low Value,193658.37000000002,290,2,64552.79
567,10296,36.0,100.0,7,3600.0,2004-09-15,Shipped,3,9,2004,Planes,157.0,S18_1662,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Munich,Germany,EMEA,Medium,Hansastr. 15  ,Michael Donnermeyer,Low Value,98104.74,265,1,32701.58
568,10307,39.0,100.0,1,3900.0,2004-10-14,Shipped,4,10,2004,Planes,157.0,S18_1662,"Classic Gift Ideas, Inc",2155554695,Philadelphia,USA,AMER,Large,782 First Street  ,Francisca Cervantes,Low Value,170399.94,236,2,56799.98
569,10316,27.0,100.0,9,2700.0,2004-11-01,Shipped,4,11,2004,Planes,157.0,S18_1662,giftsbymail.co.uk,(198) 555-8888,Cowes,UK,EMEA,Medium,Garden House Crowther Way  ,Helen Bennett,Low Value,219510.39,218,2,73170.13
570,10327,25.0,100.0,6,2500.0,2004-11-10,Resolved,4,11,2004,Planes,157.0,S18_1662,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Small,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
571,10338,41.0,100.0,1,4100.0,2004-11-22,Shipped,4,11,2004,Planes,157.0,S18_1662,Royale Belge,(071) 23 67 2555,Charleroi,Belgium,EMEA,Medium,"Boulevard Tirou, 255  ",Pascale Cartrain,Low Value,77882.1,148,4,25960.7
572,10351,39.0,99.52,1,3881.2799999999997,2004-12-03,Shipped,4,12,2004,Planes,157.0,S18_1662,"Stylish Desk Decors, Co.",(171) 555-0297,London,UK,EMEA,Medium,35 King George  ,Ann Brown,Low Value,235075.80000000002,186,3,78358.6
573,10373,28.0,57.55,4,1611.3999999999999,2005-01-31,Shipped,1,1,2005,Planes,157.0,S18_1662,"Oulu Toy Supplies, Inc.",981-443655,Oulu,Finland,EMEA,Small,Torikatu 38  ,Pirkko Koskitalo,Low Value,272286.87,127,3,90762.29
574,10386,25.0,54.57,7,1364.25,2005-03-01,Resolved,1,3,2005,Planes,157.0,S18_1662,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
575,10398,33.0,100.0,11,3300.0,2005-03-30,Shipped,1,3,2005,Planes,157.0,S18_1662,Reims Collectables,26.47.1555,Reims,France,EMEA,Medium,59 rue de l'Abbaye  ,Paul Henriot,High Value,349508.19,69,5,116502.73
576,10400,34.0,100.0,1,3400.0,2005-04-01,Shipped,2,4,2005,Planes,157.0,S18_1662,The Sharp Gifts Warehouse,4085553659,San Jose,USA,AMER,Medium,3086 Ingle Ln.  ,Sue Frick,High Value,370803.12,46,4,123601.04
577,10416,24.0,100.0,14,2400.0,2005-05-10,Shipped,2,5,2005,Planes,157.0,S18_1662,L'ordine Souveniers,0522-556555,Reggio Emilia,Italy,EMEA,Medium,Strada Provinciale 124  ,Maurizio Moroni,High Value,328842.66000000003,28,3,109614.22
578,10100,30.0,100.0,3,3000.0,2003-01-06,Shipped,1,1,2003,Vintage Cars,170.0,S18_1749,Online Diecast Creations Co.,6035558647,Nashua,USA,AMER,Medium,2304 Long Airport Avenue  ,Valarie Young,High Value,304285.5,215,3,101428.5
579,10110,42.0,100.0,7,4200.0,2003-03-18,Shipped,1,3,2003,Vintage Cars,170.0,S18_1749,"AV Stores, Co.",(171) 555-1555,Manchester,UK,EMEA,Medium,Fauntleroy Circus  ,Victoria Ashworth,High Value,410619.75,202,3,136873.25
580,10124,21.0,100.0,6,2100.0,2003-05-21,Shipped,2,5,2003,Vintage Cars,170.0,S18_1749,Signal Gift Stores,7025551838,Las Vegas,USA,AMER,Small,8489 Strong St.  ,Sue King,Low Value,218487.15000000002,190,3,72829.05
581,10149,34.0,100.0,11,3400.0,2003-09-12,Shipped,3,9,2003,Vintage Cars,170.0,S18_1749,Signal Collectibles Ltd.,4155554312,Brisbane,USA,AMER,Medium,2793 Furth Circle  ,Sue Taylor,Low Value,118543.01999999999,483,2,39514.34
582,10162,29.0,100.0,9,2900.0,2003-10-18,Shipped,4,10,2003,Vintage Cars,170.0,S18_1749,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Medium,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
583,10173,24.0,100.0,13,2400.0,2003-11-05,Shipped,4,11,2003,Vintage Cars,170.0,S18_1749,Rovelli Gifts,035-640555,Bergamo,Italy,EMEA,Medium,Via Ludovico il Moro 22  ,Giovanni Rovelli,High Value,381430.92,207,3,127143.64
584,10182,44.0,100.0,10,4400.0,2003-11-12,Shipped,4,11,2003,Vintage Cars,170.0,S18_1749,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Large,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
585,10193,21.0,100.0,14,2100.0,2003-11-21,Shipped,4,11,2003,Vintage Cars,170.0,S18_1749,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,Australia,APAC,Medium,7 Allen Street  ,Sean Connery,Low Value,168418.86000000002,29,3,56139.62
586,10204,33.0,100.0,4,3300.0,2003-12-02,Shipped,4,12,2003,Vintage Cars,170.0,S18_1749,Muscle Machine Inc,2125557413,NYC,USA,AMER,Medium,4092 Furth Circle  Suite 400,Jeff Young,High Value,455346.12,188,4,151782.04
587,10214,30.0,100.0,7,3000.0,2004-01-26,Shipped,1,1,2004,Vintage Cars,170.0,S18_1749,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Madrid,Spain,EMEA,Medium,"C/ Araquil, 67  ",Mart¡n Sommer,Low Value,285730.26,218,3,95243.42
588,10227,26.0,100.0,10,2600.0,2004-03-02,Shipped,1,3,2004,Vintage Cars,170.0,S18_1749,"Saveley & Henriot, Co.",78.32.5555,Lyon,France,EMEA,Medium,"2, rue du Commerce  ",Mary Saveley,High Value,355740.69,462,3,118580.23
589,10241,41.0,100.0,2,4100.0,2004-04-13,Shipped,2,4,2004,Vintage Cars,170.0,S18_1749,Mini Caravy,88.60.1555,Strasbourg,France,EMEA,Large,"24, place Kluber  ",Frederique Citeaux,Low Value,164328.51,54,3,54776.17
590,10280,26.0,100.0,16,2600.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,170.0,S18_1749,Amica Models & Co.,011-4988555,Torino,Italy,EMEA,Medium,Via Monte Bianco 34  ,Paolo Accorti,Low Value,217935.02999999997,271,2,72645.01
591,10288,32.0,100.0,5,3200.0,2004-09-01,Shipped,3,9,2004,Vintage Cars,170.0,S18_1749,Handji Gifts& Co,+65 224 1555,Singapore,Singapore,APAC,Medium,Village Close - 106 Linden Road Sandown  2nd Floor,Wendy Victorino,High Value,290116.65,45,4,96705.55
592,10302,43.0,100.0,1,4300.0,2003-10-06,Shipped,4,10,2003,Vintage Cars,170.0,S18_1749,"UK Collectables, Ltd.",(171) 555-2282,Liverpool,UK,EMEA,Large,Berkeley Gardens 12  Brewery  ,Elizabeth Devon,Low Value,256951.77,60,3,85650.59
593,10312,48.0,100.0,17,4800.0,2004-10-21,Shipped,4,10,2004,Vintage Cars,170.0,S18_1749,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Large,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
594,10331,44.0,74.04,7,3257.76,2004-11-17,Shipped,4,11,2004,Vintage Cars,170.0,S18_1749,Motor Mint Distributors Inc.,2155559857,Philadelphia,USA,AMER,Medium,11328 Douglas Av.  ,Rosa Hernandez,Low Value,189274.38,202,3,63091.46
595,10344,45.0,100.0,1,4500.0,2004-11-25,Shipped,4,11,2004,Vintage Cars,170.0,S18_1749,Marseille Mini Autos,91.24.4555,Marseille,France,EMEA,Large,"12, rue des Bouchers  ",Laurence Lebihan,Low Value,183483.36,152,3,61161.119999999995
596,10367,37.0,100.0,3,3700.0,2005-01-12,Resolved,1,1,2005,Vintage Cars,170.0,S18_1749,Toys4GrownUps.com,6265557265,Pasadena,USA,AMER,Medium,78934 Hillside Dr.  ,Julie Young,Low Value,258674.84999999998,146,3,86224.95
597,10379,39.0,100.0,2,3900.0,2005-02-10,Shipped,1,2,2005,Vintage Cars,170.0,S18_1749,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
598,10407,35.0,100.0,2,2800.0,2005-04-22,On Hold,2,4,2005,Vintage Cars,170.0,S18_1749,The Sharp Gifts Warehouse,4085553659,San Jose,USA,AMER,Large,3086 Ingle Ln.  ,Sue Frick,High Value,370803.12,46,4,123601.04
599,10420,37.0,100.0,5,3700.0,2005-05-29,In Process,2,5,2005,Vintage Cars,170.0,S18_1749,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,Australia,APAC,Medium,"Monitor Money Building, 815 Pacific Hwy  Level 6",Adrian Huxley,High Value,399670.14,9,4,133223.38
600,10108,38.0,82.39,2,3130.82,2003-03-03,Shipped,1,3,2003,Classic Cars,77.0,S18_1889,Cruz & Sons Co.,+63 2 555 3587,Makati City,Philippines,APAC,Medium,15 McCallum Street - NatWest Center #13-03  ,Arnold Cruz,Low Value,240873.51,203,3,80291.17
601,10122,43.0,72.38,6,3112.3399999999997,2003-05-08,Shipped,2,5,2003,Classic Cars,77.0,S18_1889,Marseille Mini Autos,91.24.4555,Marseille,France,EMEA,Medium,"12, rue des Bouchers  ",Laurence Lebihan,Low Value,183483.36,152,3,61161.119999999995
602,10135,48.0,79.31,3,3806.88,2003-07-02,Shipped,3,7,2003,Classic Cars,77.0,S18_1889,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
603,10147,26.0,82.39,3,2142.14,2003-09-05,Shipped,3,9,2003,Classic Cars,77.0,S18_1889,Collectables For Less Inc.,6175558555,Brickhaven,USA,AMER,Small,7825 Douglas Av.  ,Allen Nelson,Low Value,201493.11,138,3,67164.37
604,10160,38.0,88.55,4,3364.9,2003-10-11,Shipped,4,10,2003,Classic Cars,77.0,S18_1889,"Men 'R' US Retailers, Ltd.",2155554369,Los Angeles,USA,AMER,Medium,6047 Douglas Av.  ,Michael Chandler,Low Value,126281.34,515,2,42093.78
605,10170,20.0,63.14,2,1262.8,2003-11-04,Shipped,4,11,2003,Classic Cars,77.0,S18_1889,Mini Auto Werke,7675-3555,Graz,Austria,EMEA,Small,Kirchgasse 6  ,Roland Mendel,Low Value,139515.59999999998,89,3,46505.2
606,10181,22.0,73.92,10,1626.24,2003-11-12,Shipped,4,11,2003,Classic Cars,77.0,S18_1889,Herkku Gifts,+47 2267 3215,Bergen,Norway,EMEA,Small,"Drammen 121, PR 744 Sentrum  ",Veysel Oeztan,Low Value,259017.33000000002,277,3,86339.11
607,10192,45.0,90.86,15,4088.7,2003-11-20,Shipped,4,11,2003,Classic Cars,77.0,S18_1889,Online Diecast Creations Co.,6035558647,Nashua,USA,AMER,Medium,2304 Long Airport Avenue  ,Valarie Young,High Value,304285.5,215,3,101428.5
608,10203,45.0,85.47,4,3846.15,2003-12-02,Shipped,4,12,2003,Classic Cars,77.0,S18_1889,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
609,10212,20.0,66.99,14,1339.8,2004-01-16,Shipped,1,1,2004,Classic Cars,77.0,S18_1889,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
610,10225,47.0,64.68,5,3039.9600000000005,2004-02-22,Shipped,1,2,2004,Classic Cars,77.0,S18_1889,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
611,10239,46.0,73.92,4,3400.32,2004-04-12,Shipped,2,4,2004,Classic Cars,77.0,S18_1889,"Oulu Toy Supplies, Inc.",981-443655,Oulu,Finland,EMEA,Medium,Torikatu 38  ,Pirkko Koskitalo,Low Value,272286.87,127,3,90762.29
612,10253,23.0,83.93,9,1930.39,2004-06-01,Cancelled,2,6,2004,Classic Cars,77.0,S18_1889,"UK Collectables, Ltd.",(171) 555-2282,Liverpool,UK,EMEA,Small,Berkeley Gardens 12  Brewery  ,Elizabeth Devon,Low Value,256951.77,60,3,85650.59
613,10266,33.0,74.69,10,2464.77,2004-07-06,Shipped,3,7,2004,Classic Cars,77.0,S18_1889,L'ordine Souveniers,0522-556555,Reggio Emilia,Italy,EMEA,Small,Strada Provinciale 124  ,Maurizio Moroni,High Value,328842.66000000003,28,3,109614.22
614,10278,29.0,90.86,10,2634.94,2004-08-06,Shipped,3,8,2004,Classic Cars,77.0,S18_1889,Signal Gift Stores,7025551838,Las Vegas,USA,AMER,Small,8489 Strong St.  ,Sue King,Low Value,218487.15000000002,190,3,72829.05
615,10287,44.0,82.39,8,3625.16,2004-08-30,Shipped,3,8,2004,Classic Cars,77.0,S18_1889,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
616,10300,41.0,92.4,1,3788.4,2003-10-04,Shipped,4,10,2003,Classic Cars,77.0,S18_1889,"Blauer See Auto, Co.",+49 69 66 90 2555,Frankfurt,Germany,EMEA,Medium,Lyonerstr. 34  ,Roland Keitel,Low Value,200836.11,214,4,66945.37
617,10310,20.0,91.63,6,1832.6,2004-10-16,Shipped,4,10,2004,Classic Cars,77.0,S18_1889,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Small,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
618,10321,37.0,78.54,14,2905.98,2004-11-04,Shipped,4,11,2004,Classic Cars,77.0,S18_1889,FunGiftIdeas.com,5085552555,New Bedford,USA,AMER,Small,1785 First Street  ,Violeta Benitez,Low Value,231082.32,96,3,77027.44
619,10329,29.0,100.0,9,2900.0,2004-11-15,Shipped,4,11,2004,Classic Cars,77.0,S18_1889,Land of Toys Inc.,2125557818,NYC,USA,AMER,Small,897 Long Airport Avenue  ,Kwai Yu,High Value,416394.51,204,4,138798.17
620,10342,55.0,65.45,1,3599.75,2004-11-24,Shipped,4,11,2004,Classic Cars,77.0,S18_1889,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Medium,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
621,10363,22.0,100.0,7,2200.0,2005-01-06,Shipped,1,1,2005,Classic Cars,77.0,S18_1889,Suominen Souveniers,+358 9 8045 555,Espoo,Finland,EMEA,Medium,"Software Engineering Center, SEC Oy  ",Kalle Suominen,Low Value,266259.77999999997,152,3,88753.26
622,10377,31.0,67.76,4,2100.56,2005-02-09,Shipped,1,2,2005,Classic Cars,77.0,S18_1889,"Toys of Finland, Co.",90-224 8555,Helsinki,Finland,EMEA,Small,Keskuskatu 45  ,Matti Karttunen,Low Value,267597.45,118,3,89199.15000000001
623,10389,49.0,79.22,3,3881.7799999999997,2005-03-03,Shipped,1,3,2005,Classic Cars,77.0,S18_1889,Scandinavian Gift Ideas,0695-34 6555,Boras,Sweden,EMEA,Medium,?kergatan 24  ,Maria Larsson,High Value,347669.67,96,3,115889.89
624,10405,61.0,73.92,4,4509.12,2005-04-14,Shipped,2,4,2005,Classic Cars,77.0,S18_1889,Mini Caravy,88.60.1555,Strasbourg,France,EMEA,Medium,"24, place Kluber  ",Frederique Citeaux,Low Value,164328.51,54,3,54776.17
625,10419,39.0,83.93,9,3273.2700000000004,2005-05-17,Shipped,2,5,2005,Classic Cars,77.0,S18_1889,Salzburg Collectables,6562-9555,Salzburg,Austria,EMEA,Medium,Geislweg 14  ,Georg Pipps,High Value,366263.55000000005,21,4,122087.85
626,10109,38.0,100.0,3,3800.0,2003-03-10,Shipped,1,3,2003,Classic Cars,142.0,S18_1984,Motor Mint Distributors Inc.,2155559857,Philadelphia,USA,AMER,Medium,11328 Douglas Av.  ,Rosa Hernandez,Low Value,189274.38,202,3,63091.46
627,10122,31.0,100.0,1,3100.0,2003-05-08,Shipped,2,5,2003,Classic Cars,142.0,S18_1984,Marseille Mini Autos,91.24.4555,Marseille,France,EMEA,Medium,"12, rue des Bouchers  ",Laurence Lebihan,Low Value,183483.36,152,3,61161.119999999995
628,10136,36.0,100.0,1,3600.0,2003-07-04,Shipped,3,7,2003,Classic Cars,142.0,S18_1984,Alpha Cognac,61.77.6555,Toulouse,France,EMEA,Medium,1 rue Alsace-Lorraine  ,Annette Roulet,Low Value,176655.84,71,3,58885.28
